Start training!
Training finished!
         47729690 function calls (45548423 primitive calls) in 69.398 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tarfile.py:597(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:701(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:712(TarInfo)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:689(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.006    0.006 tb_watcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tb_watcher.py:107(TBWatcher)
        1    0.000    0.000    0.000    0.000 tb_watcher.py:186(TBDirWatcher)
        1    0.000    0.000    0.000    0.000 tb_watcher.py:328(Event)
        1    0.000    0.000    0.000    0.000 tb_watcher.py:342(TBEventConsumer)
        1    0.000    0.000    0.000    0.000 tb_watcher.py:460(TBHistory)
        1    0.000    0.000    0.000    0.000 telemetry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 telemetry.py:19(_TelemetryObject)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:105(_sanitize_params)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
       86    0.000    0.000    0.000    0.000 tempfile.py:133(rng)
       86    0.000    0.000    0.002    0.000 tempfile.py:144(__next__)
       86    0.000    0.000    0.001    0.000 tempfile.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:150(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 tempfile.py:177(_get_default_tempdir)
        4    0.000    0.000    0.000    0.000 tempfile.py:224(_get_candidate_names)
        4    0.000    0.000    0.000    0.000 tempfile.py:279(gettempdir)
        4    0.000    0.000    0.000    0.000 tempfile.py:335(mkdtemp)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        4    0.000    0.000    0.000    0.000 tempfile.py:780(__init__)
        4    0.000    0.000    0.000    0.000 tempfile.py:821(__repr__)
        4    0.000    0.000    0.000    0.000 tempfile.py:84(_infer_return_type)
        1    0.000    0.000    0.001    0.001 tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor.py:1004(FakeItemVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:1018(TensorSubclassVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:56(TensorVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:666(SymNodeVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:727(TensorWithTFOverrideVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:869(NumpyNdarrayVariable)
        1    0.000    0.000    0.000    0.000 tensor.py:971(UnspecializedPythonVariable)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:42(LeviCivita)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:90(KroneckerDelta)
        1    0.000    0.000    0.013    0.013 term.py:1(<module>)
        1    0.000    0.000    0.001    0.001 termui.py:1(<module>)
       10    0.000    0.000    0.000    0.000 termui.py:449(_interpret_color)
        8    0.000    0.000    0.000    0.000 termui.py:462(style)
        1    0.000    0.000    0.000    0.000 test_operators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 test_operators.py:13(Realize)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 testing.py:3(<module>)
        1    0.000    0.000    0.026    0.026 testing_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing_utils.py:368(CaptureLogger)
        2    0.000    0.000    0.000    0.000 testing_utils.py:69(parse_flag_from_env)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        1    0.000    0.000    0.036    0.036 text.py:1(<module>)
    10612    0.005    0.000    0.011    0.000 text.py:1000(set_horizontalalignment)
      718    0.001    0.000    0.052    0.000 text.py:101(_get_text_metrics_with_cache_impl)
     5350    0.004    0.000    0.016    0.000 text.py:1030(set_linespacing)
        1    0.000    0.000    0.000    0.000 text.py:108(Text)
     5174    0.002    0.000    0.016    0.000 text.py:1098(set_fontsize)
     1320    0.001    0.000    0.001    0.000 text.py:1150(set_fontweight)
     2112    0.001    0.000    0.010    0.000 text.py:1184(set_position)
    14208    0.004    0.000    0.012    0.000 text.py:1195(set_x)
    24406    0.005    0.000    0.014    0.000 text.py:1206(set_y)
     5966    0.004    0.000    0.010    0.000 text.py:1217(set_rotation)
    10524    0.006    0.000    0.013    0.000 text.py:1249(set_verticalalignment)
    31310    0.005    0.000    0.006    0.000 text.py:1265(set_text)
     9128    0.008    0.000    0.021    0.000 text.py:1283(_preprocess_math)
     5350    0.005    0.000    0.078    0.000 text.py:1307(set_fontproperties)
     3238    0.005    0.000    0.199    0.000 text.py:132(__init__)
     5350    0.002    0.000    0.006    0.000 text.py:1321(set_usetex)
    18256    0.002    0.000    0.002    0.000 text.py:1335(get_usetex)
     5350    0.001    0.000    0.001    0.000 text.py:1339(set_parse_math)
     9128    0.001    0.000    0.001    0.000 text.py:1351(get_parse_math)
        1    0.000    0.000    0.000    0.000 text.py:1374(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1457(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1657(Annotation)
     5350    0.015    0.000    0.177    0.000 text.py:185(_reset_visual_defaults)
     3414    0.005    0.000    0.070    0.000 text.py:221(update)
      616    0.001    0.000    0.009    0.000 text.py:270(_get_xy_display)
     7210    0.001    0.000    0.001    0.000 text.py:277(_get_multialignment)
     9128    0.003    0.000    0.004    0.000 text.py:315(get_rotation)
     9128    0.001    0.000    0.001    0.000 text.py:323(get_transform_rotates_text)
     5966    0.004    0.000    0.008    0.000 text.py:329(set_rotation_mode)
     7210    0.001    0.000    0.001    0.000 text.py:344(get_rotation_mode)
     1566    0.002    0.000    0.020    0.000 text.py:348(update_from)
     7210    0.107    0.000    0.562    0.000 text.py:363(_get_layout)
     2470    0.001    0.000    0.001    0.000 text.py:434(<listcomp>)
     4740    0.002    0.000    0.002    0.000 text.py:437(<listcomp>)
      528    0.000    0.000    0.000    0.000 text.py:584(_update_clip_properties)
      528    0.000    0.000    0.002    0.000 text.py:591(set_clip_box)
     9128    0.001    0.000    0.001    0.000 text.py:606(get_wrap)
     5350    0.001    0.000    0.001    0.000 text.py:610(set_wrap)
     9128    0.004    0.000    0.005    0.000 text.py:687(_get_wrapped_text)
     4364    0.028    0.000    0.488    0.000 text.py:738(draw)
     1918    0.000    0.000    0.000    0.000 text.py:808(get_color)
     5908    0.005    0.000    0.013    0.000 text.py:893(get_unitless_position)
     2640    0.000    0.000    0.000    0.000 text.py:901(get_position)
    20456    0.002    0.000    0.002    0.000 text.py:907(get_text)
     5908    0.030    0.000    0.594    0.000 text.py:918(get_window_extent)
    14420    0.018    0.000    0.225    0.000 text.py:93(_get_text_metrics_with_cache)
     7638    0.006    0.000    0.040    0.000 text.py:985(set_color)
        1    0.000    0.000    0.001    0.001 text_encoding.py:31(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:43(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 text_format.py:100(TextWriter)
        1    0.000    0.000    0.001    0.001 text_format.py:1278(Tokenizer)
        1    0.000    0.000    0.000    0.000 text_format.py:1293(<listcomp>)
        1    0.000    0.000    0.002    0.002 text_format.py:31(<module>)
        1    0.000    0.000    0.000    0.000 text_format.py:347(_Printer)
        1    0.000    0.000    0.000    0.000 text_format.py:73(Error)
        1    0.000    0.000    0.000    0.000 text_format.py:77(ParseError)
        1    0.000    0.000    0.000    0.000 text_format.py:821(_Parser)
        1    0.000    0.000    0.003    0.003 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
       45    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:304(TextPath)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
      233    0.000    0.000    0.002    0.000 textwrap.py:414(dedent)
       37    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
      350    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
      387    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:109(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 thread.py:115(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 thread.py:4(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:45(_WorkItem)
        1    0.000    0.000    0.000    0.000 thread_local_settings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread_local_settings.py:12(__init__)
        1    0.000    0.000    0.000    0.000 thread_local_settings.py:7(_ThreadLocalApiSettings)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:1031(name)
       44    0.000    0.000    0.000    0.000 threading.py:1060(native_id)
       26    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
       25    0.000    0.000    0.000    0.000 threading.py:1110(daemon)
       26    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
       30    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
       44    0.000    0.000    0.000    0.000 threading.py:1395(main_thread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
       58    0.000    0.000    0.000    0.000 threading.py:222(__init__)
      280    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
      280    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
       25    0.000    0.000    0.000    0.000 threading.py:255(_release_save)
       25    0.000    0.000    0.000    0.000 threading.py:258(_acquire_restore)
      280    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
       25    0.000    0.000    0.079    0.003 threading.py:270(wait)
      255    0.001    0.000    0.001    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
       27    0.000    0.000    0.000    0.000 threading.py:505(__init__)
       51    0.000    0.000    0.000    0.000 threading.py:513(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
       25    0.000    0.000    0.079    0.003 threading.py:540(wait)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:734(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
       26    0.000    0.000    0.001    0.000 threading.py:761(__init__)
       24    0.000    0.000    0.000    0.000 threading.py:81(RLock)
       25    0.000    0.000    0.080    0.003 threading.py:834(start)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:2(<module>)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:27(ExecutionStats)
        1    0.000    0.000    0.000    0.000 throughput_benchmark.py:61(ThroughputBenchmark)
        1    0.000    0.000    0.002    0.002 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1049(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1065(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1113(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1129(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1325(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1476(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:154(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:1586(Locator)
     3168    0.001    0.000    0.002    0.000 ticker.py:1633(raise_if_exceeds)
      440    0.000    0.000    0.004    0.000 ticker.py:1651(nonsingular)
        1    0.000    0.000    0.000    0.000 ticker.py:1676(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1705(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1750(NullLocator)
     1584    0.001    0.000    0.001    0.000 ticker.py:1755(__call__)
     1584    0.000    0.000    0.000    0.000 ticker.py:1758(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1770(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1853(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:189(TickHelper)
     3168    0.011    0.000    0.013    0.000 ticker.py:1899(scale_range)
        1    0.000    0.000    0.000    0.000 ticker.py:1910(_Edge_integer)
     3168    0.002    0.000    0.002    0.000 ticker.py:1917(__init__)
     4928    0.001    0.000    0.001    0.000 ticker.py:192(set_axis)
     6336    0.002    0.000    0.003    0.000 ticker.py:1932(closeto)
     3168    0.002    0.000    0.005    0.000 ticker.py:1942(le)
     3168    0.002    0.000    0.003    0.000 ticker.py:1949(ge)
        1    0.000    0.000    0.000    0.000 ticker.py:1957(MaxNLocator)
     1232    0.002    0.000    0.035    0.000 ticker.py:1969(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:200(Formatter)
     1232    0.006    0.000    0.022    0.000 ticker.py:2010(_validate_steps)
     1232    0.003    0.000    0.006    0.000 ticker.py:2025(_staircase)
     1232    0.003    0.000    0.033    0.000 ticker.py:2031(set_params)
     3168    0.048    0.000    0.368    0.000 ticker.py:2074(_raw_ticks)
     3168    0.005    0.000    0.433    0.000 ticker.py:2134(__call__)
     3168    0.006    0.000    0.401    0.000 ticker.py:2138(tick_values)
     3168    0.004    0.000    0.140    0.000 ticker.py:215(format_ticks)
       88    0.000    0.000    0.001    0.000 ticker.py:2155(view_limits)
     3168    0.005    0.000    0.030    0.000 ticker.py:218(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:2251(LogLocator)
     3168    0.001    0.000    0.001    0.000 ticker.py:238(set_locs)
        1    0.000    0.000    0.000    0.000 ticker.py:2465(SymmetricalLogLocator)
    11238    0.004    0.000    0.011    0.000 ticker.py:247(fix_minus)
     2288    0.000    0.000    0.000    0.000 ticker.py:259(_set_locator)
        1    0.000    0.000    0.000    0.000 ticker.py:2623(AsinhLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:264(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:272(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2735(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2883(AutoLocator)
     1232    0.001    0.000    0.037    0.000 ticker.py:2889(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2903(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:306(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:334(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:357(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:377(ScalarFormatter)
     1232    0.002    0.000    0.062    0.000 ticker.py:427(__init__)
     1232    0.000    0.000    0.000    0.000 ticker.py:454(set_useOffset)
     1232    0.001    0.000    0.001    0.000 ticker.py:500(set_useLocale)
    10710    0.006    0.000    0.017    0.000 ticker.py:516(_format_maybe_minus_and_locale)
     1232    0.004    0.000    0.056    0.000 ticker.py:533(set_useMathText)
    10710    0.007    0.000    0.025    0.000 ticker.py:568(__call__)
      528    0.000    0.000    0.001    0.000 ticker.py:668(get_offset)
     3168    0.005    0.000    0.202    0.000 ticker.py:696(set_locs)
     3168    0.017    0.000    0.059    0.000 ticker.py:705(_compute_offset)
     3168    0.017    0.000    0.047    0.000 ticker.py:744(_set_order_of_magnitude)
     3168    0.028    0.000    0.089    0.000 ticker.py:778(_set_format)
        1    0.000    0.000    0.000    0.000 ticker.py:812(LogFormatter)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
        1    0.000    0.000    0.000    0.000 timestamp_pb2.py:4(<module>)
        1    0.000    0.000    0.000    0.000 timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeutils.py:37(__do_timings)
        1    0.000    0.000    0.000    0.000 timeutils.py:40(<listcomp>)
        4    0.000    0.000    0.000    0.000 timeutils.py:53(timethis)
       10    0.000    0.000    0.000    0.000 timeutils.py:54(decorator)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
       55    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
       59    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
       59    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
       22    0.000    0.000    0.000    0.000 tokenize.py:388(open)
       33    0.000    0.000    0.000    0.000 tokenize.py:404(tokenize)
     1838    0.002    0.000    0.008    0.000 tokenize.py:429(_tokenize)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
       28    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
     1551    0.000    0.000    0.004    0.000 tokenize.py:98(_compile)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
       79    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        2    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:39(StreamEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:75(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
       54    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        2    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tools.py:35(typed)
        1    0.000    0.000    0.000    0.000 tools_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tools_common.py:78(FxNetAccFusionsFinder)
        1    0.000    0.000    0.000    0.000 tools_common.py:90(FusionGroup)
        2    0.000    0.000    0.001    0.000 torch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 torch.py:12(Rearrange)
     3240    0.004    0.000    0.049    0.000 torch.py:13(forward)
        1    0.000    0.000    0.000    0.000 torch.py:138(TorchVariable)
        1    0.000    0.000    0.000    0.000 torch.py:24(Reduce)
        1    0.000    0.000    0.000    0.000 torch.py:36(EinMix)
        1    0.000    0.000    0.000    0.000 torch_version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 torch_version.py:19(__init__)
       16    0.000    0.000    0.001    0.000 torch_version.py:22(get_cls)
        8    0.000    0.000    0.001    0.000 torch_version.py:31(__call__)
        1    0.000    0.000    0.000    0.000 torch_version.py:41(TorchVersion)
        4    0.000    0.000    0.000    0.000 torch_version.py:59(_convert_to_version)
        1    0.000    0.000    0.000    0.000 torch_version.py:6(_LazyImport)
        4    0.000    0.000    0.001    0.000 torch_version.py:75(_cmp_wrapper)
        4    0.000    0.000    0.001    0.000 torch_version.py:87(<lambda>)
        1    0.000    0.000    0.000    0.000 tpu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tpu.py:19(TPUUtilization)
        1    0.000    0.000    0.000    0.000 tpu.py:65(TPU)
        1    0.000    0.000    0.000    0.000 tqdm.py:122(tqdm)
        1    0.000    0.000    0.000    0.000 tqdm.py:16(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:11(Trace)
        1    0.000    0.000    0.000    0.000 trace_dependencies.py:1(<module>)
        1    0.000    0.000    0.005    0.005 trace_tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace_tree.py:122(_WBTraceTreeFileType)
        1    0.000    0.000    0.000    0.000 trace_tree.py:153(TraceAttribute)
        5    0.000    0.000    0.000    0.000 trace_tree.py:156(__set_name__)
        1    0.000    0.000    0.000    0.000 trace_tree.py:166(Trace)
        1    0.000    0.000    0.000    0.000 trace_tree.py:27(StatusCode)
        1    0.000    0.000    0.000    0.000 trace_tree.py:35(SpanKind)
        1    0.000    0.000    0.000    0.000 trace_tree.py:45(Result)
        1    0.000    0.000    0.000    0.000 trace_tree.py:51(Span)
        1    0.000    0.000    0.000    0.000 trace_tree.py:80(WBTraceTree)
        2    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        4    0.000    0.000    0.001    0.000 traceback.py:193(format_stack)
       25    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
      137    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        4    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
       34    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       16    0.000    0.000    0.000    0.000 traceback.py:282(__len__)
      291    0.000    0.000    0.002    0.000 traceback.py:285(line)
      162    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       25    0.000    0.000    0.002    0.000 traceback.py:321(extract)
        4    0.000    0.000    0.000    0.000 traceback.py:369(from_list)
        4    0.000    0.000    0.000    0.000 traceback.py:388(format)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 tracelog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracing.py:526(Transaction)
        1    0.000    0.000    0.000    0.000 tracing.py:60(_SpanRecorder)
        1    0.000    0.000    0.000    0.000 tracing.py:83(Span)
        1    0.000    0.000    0.000    0.000 tracing.py:875(NoOpSpan)
        1    0.000    0.000    0.001    0.001 tracing_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracing_utils.py:217(Baggage)
        1    0.000    0.000    0.000    0.000 tracing_utils.py:53(EnvironHeaders)
        1    0.000    0.000    0.000    0.000 tracking_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracking_handler.py:16(TrackingHandler)
        1    0.002    0.002   69.402   69.402 train.py:1(<module>)
        1    0.001    0.001   67.591   67.591 train.py:31(main)
        1    0.000    0.000    0.220    0.220 train_eval_loop.py:1(<module>)
      182    0.001    0.000    4.275    0.023 train_eval_loop.py:122(<listcomp>)
        2    0.004    0.002   41.463   20.732 train_eval_loop.py:166(evaluate_vnav)
       44    0.000    0.000    0.073    0.002 train_eval_loop.py:192(<listcomp>)
        1    0.003    0.003   67.416   67.416 train_eval_loop.py:30(train_eval_loop_vnav)
        2    0.171    0.085   25.053   12.526 train_eval_loop.py:99(train_vnav)
        1    0.000    0.000    0.000    0.000 training_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 training_utils.py:42(EMAModel)
        1    0.000    0.000    0.054    0.054 training_utils.py:47(__init__)
      182    0.001    0.000    0.001    0.000 training_utils.py:84(get_decay)
      182    0.159    0.001    6.182    0.034 training_utils.py:96(step)
        1    0.000    0.000    0.001    0.001 trainium.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trainium.py:308(Trainium)
        1    0.000    0.000    0.000    0.000 trainium.py:66(_NeuronCoreMemoryUsage)
        1    0.000    0.000    0.000    0.000 trainium.py:75(_HostMemoryUsage)
        1    0.000    0.000    0.000    0.000 trainium.py:83(_Stats)
        1    0.000    0.000    0.000    0.000 trainium.py:94(NeuronCoreStats)
        1    0.000    0.000    0.000    0.000 transform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transform.py:84(GeneralizedRCNNTransform)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:13(TransformedDistribution)
        1    0.000    0.000    0.000    0.000 transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:231(TransformerEncoder)
        1    0.000    0.000    0.003    0.003 transformer.py:251(__init__)
      270    0.004    0.000    0.184    0.001 transformer.py:286(forward)
      270    0.000    0.000    0.000    0.000 transformer.py:32(_get_seq_len)
        1    0.000    0.000    0.000    0.000 transformer.py:398(TransformerDecoder)
        1    0.000    0.000    0.000    0.000 transformer.py:472(TransformerEncoderLayer)
        1    0.000    0.000    0.000    0.000 transformer.py:50(Transformer)
        1    0.000    0.000    0.003    0.003 transformer.py:547(__init__)
        5    0.000    0.000    0.000    0.000 transformer.py:581(__setstate__)
      540    0.012    0.000    0.175    0.000 transformer.py:587(forward)
     2464    0.002    0.000    0.002    0.000 transformer.py:669(<genexpr>)
