Start training!
Training finished!
         47729690 function calls (45548423 primitive calls) in 69.398 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ast.py:9(Definition)
        1    0.000    0.000    0.000    0.000 ast.py:917(ObjectTypeDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:93(VariableDefinition)
        1    0.000    0.000    0.000    0.000 ast.py:961(FieldDefinition)
       71    0.000    0.000    0.000    0.000 ast.py:97(__init__)
        1    0.000    0.000    0.000    0.000 ast_from_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_.py:10(Async)
        1    0.000    0.000    0.000    0.000 async_.py:11(__init__)
        1    0.000    0.000    0.000    0.000 async_.py:2(<module>)
        1    0.000    0.000    0.000    0.000 async_case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 async_case.py:8(IsolatedAsyncioTestCase)
        1    0.000    0.000    0.000    0.000 asyncio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asyncio.py:19(tqdm_asyncio)
        1    0.000    0.000    0.001    0.001 attachments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 attachments.py:11(Attachment)
        1    0.000    0.000    0.000    0.000 attention.py:14(<module>)
        1    0.000    0.000    0.000    0.000 attention.py:247(AttentionBlock)
        1    0.000    0.000    0.000    0.000 attention.py:29(Transformer2DModelOutput)
        1    0.000    0.000    0.000    0.000 attention.py:382(BasicTransformerBlock)
        1    0.000    0.000    0.000    0.000 attention.py:48(Transformer2DModel)
        1    0.000    0.000    0.000    0.000 attention.py:510(CrossAttention)
        1    0.000    0.000    0.000    0.000 attention.py:733(FeedForward)
        1    0.000    0.000    0.000    0.000 attention.py:778(GELU)
        1    0.000    0.000    0.000    0.000 attention.py:800(GEGLU)
        1    0.000    0.000    0.000    0.000 attention.py:824(ApproximateGELU)
        1    0.000    0.000    0.000    0.000 attention.py:840(AdaLayerNorm)
        1    0.000    0.000    0.000    0.000 attention.py:859(DualTransformer2DModel)
        2    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 auth.py:137(AuthConfig)
        1    0.000    0.000    0.000    0.000 auth.py:138(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:2(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:203(load_config)
        1    0.000    0.000    0.000    0.000 auth.py:21(DockerError)
        1    0.000    0.000    0.000    0.000 auth.py:29(InvalidConfigFileError)
        1    0.000    0.000    0.000    0.000 auth.py:33(InvalidRepositoryError)
        1    0.000    0.000    0.000    0.000 auth.py:37(find_config_file)
        1    0.000    0.000    0.000    0.000 auth.py:399(load_config)
        1    0.000    0.000    0.000    0.000 auth.py:62(config_path_from_environment)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        2    0.000    0.000    0.000    0.000 auth.py:69(home_dir)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 auth.py:99(HTTPProxyAuth)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autoaugment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autoaugment.py:104(AutoAugment)
        1    0.000    0.000    0.000    0.000 autoaugment.py:287(RandAugment)
        1    0.000    0.000    0.000    0.000 autoaugment.py:380(TrivialAugmentWide)
        1    0.000    0.000    0.000    0.000 autoaugment.py:466(AugMix)
        1    0.000    0.000    0.000    0.000 autoaugment.py:93(AutoAugmentPolicy)
        3    0.000    0.000    0.000    0.000 autocast_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:17(autocast)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:22(autocast)
        1    0.000    0.000    0.000    0.000 autocast_mode.py:8(autocast)
        1    0.000    0.000    0.000    0.000 autograd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autograd.py:17(autograd_kernel_indirection)
        1    0.000    0.000    0.000    0.000 autograd.py:48(autograd_not_implemented)
        1    0.000    0.000    0.001    0.001 autograd_function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 autograd_function.py:251(VmapInfo)
        1    0.000    0.000    0.000    0.000 autograd_function.py:29(CustomFunctionHigherOrderOperator)
        1    0.000    0.000    0.000    0.000 autograd_function.py:30(__init__)
        1    0.000    0.000    0.000    0.000 autograd_function.py:511(WrappedCtx)
        1    0.000    0.000    0.000    0.000 autograd_function.py:536(CtxWithSavedTensors)
        1    0.000    0.000    0.000    0.000 autograd_function.py:547(CtxCustomSave)
        1    0.000    0.000    0.000    0.000 autonotebook.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aws_lambda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aws_lambda.py:187(AwsLambdaIntegration)
        1    0.000    0.000    0.022    0.022 axes3d.py:1(<module>)
        1    0.000    0.000    0.001    0.001 axes3d.py:42(Axes3D)
        1    0.000    0.000    0.007    0.007 axis.py:1(<module>)
      792    0.001    0.000    0.002    0.000 axis.py:1017(_translate_tick_params)
      792    0.001    0.000    0.001    0.000 axis.py:1065(<dictcomp>)
      176    0.000    0.000    0.169    0.001 axis.py:1082(set_clip_path)
       88    0.000    0.000    0.001    0.000 axis.py:1125(get_inverted)
      352    0.003    0.000    0.028    0.000 axis.py:1162(_set_lim)
      352    0.000    0.000    0.000    0.000 axis.py:1180(<listcomp>)
      352    0.000    0.000    0.001    0.000 axis.py:1237(_set_artist_props)
     1584    0.032    0.000    1.807    0.001 axis.py:1257(_update_ticks)
     1056    0.001    0.000    0.535    0.001 axis.py:1300(_get_ticklabel_bboxes)
     1056    0.005    0.000    0.532    0.001 axis.py:1304(<listcomp>)
     1056    0.001    0.000    0.002    0.000 axis.py:1306(<listcomp>)
      176    0.002    0.000    1.147    0.007 axis.py:1309(get_tightbbox)
      352    0.000    0.000    0.005    0.000 axis.py:1334(<genexpr>)
      176    0.001    0.000    0.002    0.000 axis.py:1353(<listcomp>)
      352    0.003    0.000    2.114    0.006 axis.py:1368(draw)
     1584    0.001    0.000    0.223    0.000 axis.py:1482(get_majorticklocs)
     1584    0.011    0.000    0.307    0.000 axis.py:1486(get_minorticklocs)
     1311    0.000    0.000    0.000    0.000 axis.py:154(<dictcomp>)
     1311    0.003    0.000    0.925    0.001 axis.py:1544(_get_tick)
     3168    0.006    0.000    0.048    0.000 axis.py:1553(_get_tick_label_size)
      783    0.002    0.000    0.230    0.000 axis.py:1565(_copy_tick_props)
      440    0.000    0.000    0.000    0.000 axis.py:1579(get_major_locator)
     1584    0.002    0.000    0.783    0.000 axis.py:1595(get_major_ticks)
     1584    0.001    0.000    0.001    0.000 axis.py:1608(get_minor_ticks)
      440    0.001    0.000    0.310    0.001 axis.py:1621(grid)
      440    0.000    0.000    0.000    0.000 axis.py:1652(<dictcomp>)
     1496    0.001    0.000    0.021    0.000 axis.py:1663(update_units)
      440    0.000    0.000    0.000    0.000 axis.py:1718(have_units)
     3432    0.001    0.000    0.007    0.000 axis.py:1721(convert_units)
     1056    0.000    0.000    0.000    0.000 axis.py:1738(set_units)
       88    0.000    0.000    0.002    0.000 axis.py:1771(set_label_text)
     1232    0.000    0.000    0.007    0.000 axis.py:1792(set_major_formatter)
     1232    0.000    0.000    0.006    0.000 axis.py:1818(set_minor_formatter)
     2464    0.005    0.000    0.013    0.000 axis.py:1832(_set_formatter)
     1232    0.003    0.000    0.007    0.000 axis.py:1858(set_major_locator)
     1232    0.002    0.000    0.005    0.000 axis.py:1874(set_minor_locator)
      176    0.000    0.000    0.000    0.000 axis.py:1890(set_pickradius)
     1311    0.001    0.000    0.002    0.000 axis.py:196(_set_labelrotation)
      528    0.002    0.000    0.620    0.001 axis.py:2079(_get_tick_boxes_siblings)
     1311    0.002    0.000    0.004    0.000 axis.py:208(_apply_tickdir)
      528    0.000    0.000    0.000    0.000 axis.py:2087(<listcomp>)
      528    0.000    0.000    0.002    0.000 axis.py:2141(_get_ticks_position)
     1584    0.001    0.000    0.001    0.000 axis.py:2157(<genexpr>)
      528    0.000    0.000    0.000    0.000 axis.py:2178(get_label_position)
       10    0.000    0.000    0.000    0.000 axis.py:2198(_make_getset_interval)
    12760    0.006    0.000    0.105    0.000 axis.py:2204(getter)
      352    0.000    0.000    0.007    0.000 axis.py:2208(setter)
        1    0.000    0.000    0.000    0.000 axis.py:2228(XAxis)
     1311    0.001    0.000    0.001    0.000 axis.py:223(get_tick_padding)
       88    0.000    0.000    0.051    0.001 axis.py:2233(__init__)
      616    0.002    0.000    0.046    0.000 axis.py:2237(_init)
      176    0.001    0.000    0.314    0.002 axis.py:2294(_update_label_position)
      176    0.001    0.000    0.013    0.000 axis.py:2334(_update_offset_text_position)
      528    0.001    0.000    0.053    0.000 axis.py:237(set_clip_path)
      528    0.000    0.000    0.002    0.000 axis.py:2445(get_ticks_position)
      176    0.000    0.000    0.000    0.000 axis.py:2458(get_minpos)
     1056    0.006    0.000    0.074    0.000 axis.py:2474(get_tick_space)
        1    0.000    0.000    0.000    0.000 axis.py:2487(YAxis)
       88    0.000    0.000    0.043    0.000 axis.py:2492(__init__)
      616    0.002    0.000    0.048    0.000 axis.py:2496(_init)
      352    0.002    0.000    0.752    0.002 axis.py:2555(_update_label_position)
      352    0.001    0.000    0.005    0.000 axis.py:2594(_update_offset_text_position)
      176    0.000    0.000    0.000    0.000 axis.py:2717(get_minpos)
     2112    0.011    0.000    0.149    0.000 axis.py:2733(get_tick_space)
    10710    0.001    0.000    0.001    0.000 axis.py:289(get_loc)
     1566    0.005    0.000    0.692    0.000 axis.py:293(draw)
    10710    0.004    0.000    0.035    0.000 axis.py:305(set_label1)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
    10710    0.004    0.000    0.033    0.000 axis.py:318(set_label2)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
     6555    0.002    0.000    0.014    0.000 axis.py:342(_set_artist_props)
     1408    0.006    0.000    0.058    0.000 axis.py:351(_apply_params)
     7040    0.001    0.000    0.001    0.000 axis.py:359(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:36(Tick)
     1408    0.000    0.000    0.000    0.000 axis.py:376(<dictcomp>)
     1408    0.000    0.000    0.000    0.000 axis.py:389(<dictcomp>)
     1408    0.000    0.000    0.000    0.000 axis.py:394(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:409(XTick)
      573    0.004    0.000    0.357    0.001 axis.py:416(__init__)
      573    0.000    0.000    0.009    0.000 axis.py:438(_get_text1_transform)
      573    0.000    0.000    0.007    0.000 axis.py:441(_get_text2_transform)
      573    0.001    0.000    0.018    0.000 axis.py:444(_apply_tickdir)
     3483    0.005    0.000    0.036    0.000 axis.py:455(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:470(YTick)
      738    0.005    0.000    0.565    0.001 axis.py:477(__init__)
      738    0.000    0.000    0.011    0.000 axis.py:499(_get_text1_transform)
      738    0.000    0.000    0.009    0.000 axis.py:502(_get_text2_transform)
      738    0.001    0.000    0.023    0.000 axis.py:505(_apply_tickdir)
     8538    0.012    0.000    0.085    0.000 axis.py:516(update_position)
        1    0.000    0.000    0.000    0.000 axis.py:531(Ticker)
      352    0.000    0.000    0.000    0.000 axis.py:543(__init__)
     5192    0.001    0.000    0.001    0.000 axis.py:549(locator)
     2464    0.001    0.000    0.001    0.000 axis.py:553(locator)
    11616    0.001    0.000    0.001    0.000 axis.py:560(formatter)
     2464    0.001    0.000    0.001    0.000 axis.py:564(formatter)
        1    0.000    0.000    0.000    0.000 axis.py:572(_LazyTickList)
     1311    0.020    0.000    0.672    0.001 axis.py:58(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:580(__init__)
  528/352    0.001    0.000    0.376    0.001 axis.py:583(__get__)
        1    0.000    0.000    0.000    0.000 axis.py:604(Axis)
      176    0.001    0.000    0.079    0.000 axis.py:643(__init__)
     2464    0.000    0.000    0.000    0.000 axis.py:693(isDefault_majloc)
     2464    0.000    0.000    0.000    0.000 axis.py:701(isDefault_majfmt)
     2464    0.000    0.000    0.000    0.000 axis.py:709(isDefault_minloc)
     2464    0.000    0.000    0.000    0.000 axis.py:717(isDefault_minfmt)
     1584    0.000    0.000    0.000    0.000 axis.py:727(get_remove_overlapping_locs)
    12910    0.003    0.000    0.013    0.000 axis.py:758(get_transform)
      440    0.000    0.000    0.000    0.000 axis.py:761(get_scale)
     1232    0.002    0.000    0.134    0.000 axis.py:765(_set_scale)
      352    0.000    0.000    0.001    0.000 axis.py:821(limit_range_for_scale)
      264    0.000    0.000    0.000    0.000 axis.py:824(_get_autoscale_on)
      176    0.000    0.000    0.000    0.000 axis.py:828(_set_autoscale_on)
     1056    0.006    0.000    0.277    0.000 axis.py:855(clear)
     1408    0.002    0.000    0.002    0.000 axis.py:898(reset_ticks)
      792    0.003    0.000    0.336    0.000 axis.py:918(set_tick_params)
        1    0.000    0.000    0.004    0.004 axis3d.py:5(<module>)
        1    0.000    0.000    0.000    0.000 axis3d.py:53(Axis)
        1    0.000    0.000    0.000    0.000 axis3d.py:588(XAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:596(YAxis)
        1    0.000    0.000    0.000    0.000 axis3d.py:604(ZAxis)
        1    0.000    0.000    0.000    0.000 azure_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 azure_handler.py:22(AzureHandler)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backbone_utils.py:13(BackboneWithFPN)
        2    0.000    0.000    0.032    0.016 backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend.py:37(BackendThread)
        1    0.000    0.000    0.000    0.000 backend.py:52(Backend)
        1    0.000    0.000    0.000    0.000 backend_agg.py:1(<module>)
       44    0.000    0.000    0.000    0.000 backend_agg.py:100(_update_methods)
     2974    0.004    0.000    0.118    0.000 backend_agg.py:109(draw_path)
     1918    0.009    0.000    0.159    0.000 backend_agg.py:200(draw_text)
      718    0.002    0.000    0.052    0.000 backend_agg.py:221(get_text_width_height_descent)
     1918    0.000    0.000    0.000    0.000 backend_agg.py:259(get_canvas_width_height)
     2636    0.005    0.000    0.079    0.000 backend_agg.py:263(_prepare_font)
     5244    0.001    0.000    0.001    0.000 backend_agg.py:273(points_to_pixels)
       44    0.000    0.000    0.000    0.000 backend_agg.py:277(buffer_rgba)
       88    0.000    0.000    0.003    0.000 backend_agg.py:286(clear)
      264    0.000    0.000    0.000    0.000 backend_agg.py:289(option_image_nocomposite)
       88    0.000    0.000    0.000    0.000 backend_agg.py:297(option_scale_image)
        1    0.000    0.000    0.000    0.000 backend_agg.py:379(FigureCanvasAgg)
       88    0.001    0.000    3.864    0.044 backend_agg.py:392(draw)
       88    0.000    0.000    0.005    0.000 backend_agg.py:405(get_renderer)
     2636    0.003    0.000    0.004    0.000 backend_agg.py:43(get_hinting_flag)
       44    0.000    0.000    0.000    0.000 backend_agg.py:435(buffer_rgba)
       44    0.000    0.000    2.987    0.068 backend_agg.py:452(_print_pil)
       44    0.000    0.000    2.987    0.068 backend_agg.py:462(print_png)
        1    0.000    0.000    0.000    0.000 backend_agg.py:552(_BackendAgg)
        1    0.000    0.000    0.000    0.000 backend_agg.py:59(RendererAgg)
       44    0.003    0.000    0.004    0.000 backend_agg.py:78(__init__)
        1    0.000    0.000    0.040    0.040 backend_bases.py:1(<module>)
       88    0.000    0.000    0.000    0.000 backend_bases.py:1002(set_gid)
     5596    0.001    0.000    0.001    0.000 backend_bases.py:1006(set_snap)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:1021(get_hatch)
     7602    0.002    0.000    0.003    0.000 backend_bases.py:1025(get_hatch_path)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:1032(get_hatch_color)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:1040(get_hatch_linewidth)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:1044(get_sketch_params)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1084(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1239(Event)
      132    0.000    0.000    0.000    0.000 backend_bases.py:1256(__init__)
      132    0.000    0.000    0.000    0.000 backend_bases.py:1261(_process)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1266(DrawEvent)
       88    0.000    0.000    0.000    0.000 backend_bases.py:1288(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1293(ResizeEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1313(CloseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1317(LocationEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1370(MouseButton)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1378(MouseEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1453(PickEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1502(KeyEvent)
        1    0.000    0.000    0.000    0.000 backend_bases.py:151(RendererBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1627(FigureCanvasBase)
       88    0.002    0.000    0.002    0.000 backend_bases.py:1675(__init__)
      440    0.000    0.000    0.000    0.000 backend_bases.py:1697(<lambda>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1701(_fix_ipython_backend2gui)
       44    0.000    0.000    0.000    0.000 backend_bases.py:172(__init__)
       44    0.000    0.000    0.130    0.003 backend_bases.py:1731(new_manager)
      176    0.000    0.000    0.000    0.000 backend_bases.py:1752(is_saving)
       44    0.000    0.000    0.000    0.000 backend_bases.py:1767(resize)
     8640    0.001    0.000    0.001    0.000 backend_bases.py:179(open_group)
     8640    0.001    0.000    0.001    0.000 backend_bases.py:186(close_group)
       88    0.000    0.000    0.000    0.000 backend_bases.py:2057(draw)
      176    0.000    0.000    0.000    0.000 backend_bases.py:2084(device_pixel_ratio)
       88    0.000    0.000    0.003    0.000 backend_bases.py:2135(get_width_height)
      264    0.000    0.000    0.000    0.000 backend_bases.py:2156(<genexpr>)
       88    0.000    0.000    0.003    0.000 backend_bases.py:2178(_switch_canvas_and_return_print_method)
       44    0.000    0.000    2.987    0.068 backend_bases.py:2232(<lambda>)
       44    0.000    0.000    0.000    0.000 backend_bases.py:2233(<dictcomp>)
       44    0.001    0.000    2.994    0.068 backend_bases.py:2241(print_figure)
      264    0.000    0.000    0.003    0.000 backend_bases.py:2415(mpl_connect)
       44    0.000    0.000    0.000    0.000 backend_bases.py:2478(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2746(NonGuiException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2751(FigureManagerBase)
       44    0.000    0.000    0.040    0.001 backend_bases.py:2813(__init__)
       88    0.000    0.000    0.001    0.000 backend_bases.py:2844(notify_axes_change)
       44    0.000    0.000    0.129    0.003 backend_bases.py:2850(create_with_canvas)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2952(_Mode)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2965(NavigationToolbar2)
       44    0.000    0.000    0.002    0.000 backend_bases.py:3019(__init__)
      176    0.000    0.000    0.001    0.000 backend_bases.py:3104(_wait_cursor_for_draw_cm)
       88    0.000    0.000    0.000    0.000 backend_bases.py:3379(update)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3388(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3543(_Backend)
       44    0.000    0.000    0.144    0.003 backend_bases.py:3567(new_figure_manager)
       44    0.000    0.000    0.130    0.003 backend_bases.py:3576(new_figure_manager_given_figure)
       44    0.000    0.000    0.000    0.000 backend_bases.py:3581(draw_if_interactive)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3624(export)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3639(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3647(ShowBase)
       88    0.000    0.000    0.000    0.000 backend_bases.py:449(get_image_magnification)
     1918    0.000    0.000    0.000    0.000 backend_bases.py:665(flipy)
     7602    0.003    0.000    0.057    0.000 backend_bases.py:683(new_gc)
        1    0.000    0.000    0.000    0.000 backend_bases.py:757(GraphicsContextBase)
     7602    0.018    0.000    0.054    0.000 backend_bases.py:760(__init__)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:801(restore)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:828(get_clip_path)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:843(get_dashes)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:880(get_snap)
     2974    0.002    0.000    0.002    0.000 backend_bases.py:891(set_alpha)
     5596    0.002    0.000    0.002    0.000 backend_bases.py:908(set_antialiased)
     5596    0.002    0.000    0.004    0.000 backend_bases.py:913(set_capstyle)
     3150    0.000    0.000    0.000    0.000 backend_bases.py:924(set_clip_rectangle)
     7602    0.005    0.000    0.022    0.000 backend_bases.py:928(set_clip_path)
     2974    0.001    0.000    0.001    0.000 backend_bases.py:933(set_dashes)
    10488    0.003    0.000    0.006    0.000 backend_bases.py:963(set_foreground)
     5596    0.002    0.000    0.005    0.000 backend_bases.py:983(set_joinstyle)
     5596    0.001    0.000    0.001    0.000 backend_bases.py:994(set_linewidth)
     7602    0.001    0.000    0.001    0.000 backend_bases.py:998(set_url)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.001    0.001 backend_qt.py:1(<module>)
        1    0.009    0.009    0.009    0.009 backend_qt.py:100(_create_qApp)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1008(HelpQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1014(ToolCopyToClipboardQT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:1025(_BackendQT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:159(TimerQT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:188(FigureCanvasQT)
       89    0.000    0.000    0.000    0.000 backend_qt.py:191(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_qt.py:193(<dictcomp>)
       44    0.002    0.000    0.014    0.000 backend_qt.py:203(__init__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:23(<dictcomp>)
       88    0.000    0.000    0.001    0.000 backend_qt.py:243(set_cursor)
       44    0.000    0.000    0.002    0.000 backend_qt.py:362(sizeHint)
       88    0.000    0.000    0.001    0.000 backend_qt.py:429(draw)
       44    0.000    0.000    0.001    0.000 backend_qt.py:439(draw_idle)
        1    0.000    0.000    0.000    0.000 backend_qt.py:507(MainWindow)
       44    0.000    0.000    0.001    0.000 backend_qt.py:510(closeEvent)
        1    0.000    0.000    0.000    0.000 backend_qt.py:515(FigureManagerQT)
       44    0.065    0.001    0.115    0.003 backend_qt.py:529(__init__)
       44    0.000    0.000    0.000    0.000 backend_qt.py:575(_widgetclosed)
       44    0.000    0.000    0.002    0.000 backend_qt.py:611(destroy)
       44    0.000    0.000    0.000    0.000 backend_qt.py:625(set_window_title)
        1    0.000    0.000    0.000    0.000 backend_qt.py:629(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 backend_qt.py:635(<listcomp>)
       44    0.010    0.000    0.038    0.001 backend_qt.py:639(__init__)
      352    0.006    0.000    0.016    0.000 backend_qt.py:679(_icon)
        1    0.000    0.000    0.000    0.000 backend_qt.py:68(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_qt.py:78(<dictcomp>)
      132    0.000    0.000    0.001    0.000 backend_qt.py:805(set_history_buttons)
        1    0.000    0.000    0.000    0.000 backend_qt.py:814(SubplotToolQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:91(__getattr__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:912(ToolbarQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:980(ConfigureSubplotsQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:990(SaveFigureQt)
        1    0.000    0.000    0.000    0.000 backend_qt.py:997(RubberbandQt)
        1    0.000    0.000    0.018    0.018 backend_qtagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_qtagg.py:16(FigureCanvasQTAgg)
       44    0.000    0.000    4.444    0.101 backend_qtagg.py:74(print_figure)
        1    0.000    0.000    0.000    0.000 backend_qtagg.py:79(_BackendQTAgg)
        1    0.000    0.000    0.000    0.000 backend_registration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_registry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_registry.py:43(backend_registered)
        1    0.000    0.000    0.000    0.000 backend_registry.py:56(register_backend)
        1    0.000    0.000    0.000    0.000 backend_registry.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:168(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:255(ToolSetCursor)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:314(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:342(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:370(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:380(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:390(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:405(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:420(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:430(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:447(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:457(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:467(ToolViewsPositions)
       10    0.000    0.000    0.000    0.000 backend_tools.py:52(_register_tool_class)
        1    0.000    0.000    0.000    0.000 backend_tools.py:598(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:610(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:619(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:628(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:637(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:644(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:652(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:719(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:840(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:906(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:944(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 bar.py:1(<module>)
        6    0.000    0.000    0.003    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:101(ExecutionResult)
        1    0.000    0.000    0.000    0.000 base.py:101(VariableTracker)
        1    0.000    0.000    0.000    0.000 base.py:102(BlameEntry)
        1    0.000    0.000    0.000    0.000 base.py:103(ODeltaPackInfo)
        1    0.000    0.000    0.000    0.000 base.py:108(FileDBBase)
        1    0.000    0.000    0.000    0.000 base.py:109(Repo)
        1    0.000    0.000    0.000    0.000 base.py:12(MutableLocalSource)
        1    0.000    0.000    0.000    0.000 base.py:121(OStream)
